items,hedge,keys,size,p
8,3.5,7,28,0.998047
9,3.333333,7,30,0.998047
10,3.1,7,31,0.998047
11,3,7,33,0.998047
12,2.916667,7,35,0.998047
13,2.769231,7,36,0.998047
14,2.785714,7,39,0.998047
15,2.733333,7,41,0.998047
16,2.625,7,42,0.998047
17,2.588235,7,44,0.998047
18,2.5,7,45,0.998047
19,2.526316,7,48,0.998047
20,2.5,7,50,0.998047
21,2.47619,7,52,0.998047
22,2.454545,6,54,0.998047
23,2.434783,7,56,0.998047
24,2.291667,5,55,0.998047
25,2.28,5,56,0.998047
26,2.307692,5,59,0.998047
27,2.259259,5,60,0.998047
28,2.214286,5,62,0.998047
29,2.172414,5,63,0.998047
30,2.1,5,63,0.998047
31,2.064516,5,64,0.998047
32,2.0625,5,66,0.998047
33,2.030303,5,67,0.998047
34,2.029412,5,69,0.998047
35,2,5,70,0.998047
36,1.972222,5,71,0.998047
37,1.945946,5,72,0.998047
38,1.921053,5,73,0.998047
39,1.948718,5,76,0.998047
40,1.925,5,77,0.998047
41,1.95122,5,80,0.998047
42,1.880952,5,79,0.998047
43,1.906977,5,82,0.998047
44,1.863636,5,82,0.998047
45,1.866667,5,84,0.998047
46,1.869565,5,86,0.998047
47,1.851064,5,87,0.998047
48,1.854167,5,89,0.998047
49,1.857143,5,91,0.998047
1,13,9,13,0.998051
2,8,9,16,0.998051
3,6,9,18,0.998051
4,5.25,9,21,0.998051
5,4.4,9,22,0.998051
6,4,7,24,0.998051
7,3.857143,7,27,0.998051
8,3.5,7,28,0.998051
9,3.333333,7,30,0.998051
10,3.2,7,32,0.998051
11,3,7,33,0.998051
12,2.916667,7,35,0.998051
13,2.769231,7,36,0.998051
14,2.714286,7,38,0.998051
15,2.733333,7,41,0.998051
16,2.625,7,42,0.998051
17,2.588235,7,44,0.998051
18,2.555556,7,46,0.998051
19,2.526316,7,48,0.998051
20,2.5,7,50,0.998051
21,2.47619,7,52,0.998051
22,2.454545,7,54,0.998051
23,2.434783,5,56,0.998051
24,2.416667,5,58,0.998051
25,2.36,5,59,0.998051
26,2.269231,5,59,0.998051
27,2.185185,5,59,0.998051
28,2.214286,5,62,0.998051
29,2.137931,5,61,0.998051
30,2.1,5,63,0.998051
31,2.096774,5,65,0.998051
32,2.03125,5,65,0.998051
33,2.030303,5,67,0.998051
34,2.029412,5,69,0.998051
35,2,5,70,0.998051
36,1.972222,5,71,0.998051
37,1.972973,5,73,0.998051
38,1.947368,5,74,0.998051
39,1.948718,5,76,0.998051
40,1.925,5,77,0.998051
41,1.926829,5,79,0.998051
42,1.904762,5,80,0.998051
43,1.883721,5,81,0.998051
44,1.886364,5,83,0.998051
45,1.866667,5,84,0.998051
46,1.869565,5,86,0.998051
47,1.851064,5,87,0.998051
48,1.854167,5,89,0.998051
49,1.836735,5,90,0.998051
1,13,9,13,0.998054
2,8,10,16,0.998054
3,6,9,18,0.998054
4,5,10,20,0.998054
5,4.4,9,22,0.998054
6,4,7,24,0.998054
7,3.714286,7,26,0.998054
8,3.625,7,29,0.998054
9,3.333333,7,30,0.998054
10,3.1,7,31,0.998054
11,3,7,33,0.998054
12,2.916667,7,35,0.998054
13,2.769231,7,36,0.998054
14,2.785714,7,39,0.998054
15,2.666667,7,40,0.998054
16,2.6875,7,43,0.998054
17,2.588235,7,44,0.998054
18,2.555556,7,46,0.998054
19,2.526316,7,48,0.998054
20,2.5,7,50,0.998054
21,2.428571,7,50,0.998054
22,2.454545,7,54,0.998054
23,2.304348,5,53,0.998054
24,2.375,5,57,0.998054
25,2.28,5,56,0.998054
26,2.307692,5,59,0.998054
27,2.259259,5,60,0.998054
28,2.178571,5,60,0.998054
29,2.068966,5,60,0.998054
30,2.133333,5,64,0.998054
31,2.096774,5,65,0.998054
32,2.09375,5,67,0.998054
33,2.030303,5,67,0.998054
34,2,5,68,0.998054
35,1.971429,5,69,0.998054
36,2,5,72,0.998054
37,1.945946,5,72,0.998054
38,1.947368,5,74,0.998054
39,1.948718,5,76,0.998054
40,1.9,5,76,0.998054
41,1.902439,5,78,0.998054
42,1.904762,5,80,0.998054
43,1.883721,5,81,0.998054
44,1.909091,5,84,0.998054
45,1.866667,5,84,0.998054
46,1.869565,5,86,0.998054
47,1.851064,5,87,0.998054
48,1.833333,5,88,0.998054
49,1.836735,5,90,0.998054
1,13,9,13,0.998058
2,8,9,16,0.998058
3,6,9,18,0.998058
4,5,9,20,0.998058
5,4.6,7,23,0.998058
6,4,7,24,0.998058
7,3.714286,7,26,0.998058
8,3.5,7,28,0.998058
9,3.444444,7,31,0.998058
10,3.1,7,31,0.998058
11,3.090909,7,34,0.998058
12,2.916667,7,35,0.998058
13,2.769231,7,36,0.998058
14,2.714286,7,38,0.998058
15,2.733333,7,41,0.998058
16,2.625,7,42,0.998058
17,2.647059,7,45,0.998058
18,2.555556,7,46,0.998058
19,2.526316,7,48,0.998058
20,2.5,7,50,0.998058
21,2.47619,5,52,0.998058
22,2.409091,7,53,0.998058
23,2.304348,5,53,0.998058
24,2.375,5,57,0.998058
25,2.32,5,57,0.998058
26,2.307692,5,59,0.998058
27,2.185185,5,59,0.998058
28,2.214286,5,62,0.998058
29,2.137931,5,61,0.998058
30,2.1,5,63,0.998058
31,2.064516,5,64,0.998058
32,2.09375,5,67,0.998058
33,2.060606,5,68,0.998058
34,2.029412,5,69,0.998058
35,2,5,70,0.998058
36,2,5,72,0.998058
37,1.945946,5,72,0.998058
38,1.973684,5,75,0.998058
39,1.948718,5,76,0.998058
40,1.925,5,77,0.998058
41,1.926829,5,79,0.998058
42,1.904762,5,80,0.998058
43,1.883721,5,81,0.998058
44,1.886364,5,83,0.998058
45,1.866667,5,84,0.998058
46,1.869565,5,86,0.998058
47,1.87234,5,88,0.998058
48,1.854167,5,89,0.998058
49,1.857143,5,91,0.998058
1,13,9,13,0.998062
2,7.5,12,15,0.998062
3,6,11,18,0.998062
4,5.25,9,21,0.998062
5,4.6,7,23,0.998062
6,4,8,24,0.998062
7,3.857143,7,27,0.998062
8,3.5,7,28,0.998062
9,3.333333,7,30,0.998062
10,3.2,7,32,0.998062
11,3,7,33,0.998062
12,2.916667,7,35,0.998062
13,2.769231,7,36,0.998062
14,2.785714,7,39,0.998062
15,2.666667,7,40,0.998062
16,2.625,7,42,0.998062
17,2.588235,7,44,0.998062
18,2.555556,7,46,0.998062
19,2.526316,7,48,0.998062
20,2.5,5,50,0.998062
21,2.47619,7,52,0.998062
22,2.454545,7,54,0.998062
23,2.304348,5,53,0.998062
24,2.375,5,57,0.998062
25,2.32,5,57,0.998062
26,2.307692,5,59,0.998062
27,2.259259,5,60,0.998062
28,2.214286,5,62,0.998062
29,2.206897,5,64,0.998062
30,2.133333,5,64,0.998062
31,2.064516,5,64,0.998062
32,2.0625,5,66,0.998062
33,2.030303,5,67,0.998062
34,2,5,68,0.998062
35,2.028571,5,71,0.998062
36,2,5,72,0.998062
37,1.972973,5,73,0.998062
38,1.947368,5,74,0.998062
39,1.923077,5,75,0.998062
40,1.925,5,77,0.998062
41,1.902439,5,78,0.998062
42,1.904762,5,80,0.998062
43,1.883721,5,81,0.998062
44,1.886364,5,83,0.998062
45,1.866667,5,84,0.998062
46,1.869565,5,86,0.998062
47,1.851064,5,87,0.998062
48,1.854167,5,89,0.998062
49,1.836735,5,90,0.998062
1,12,12,12,0.998066
2,7.5,11,15,0.998066
3,6.333333,9,19,0.998066
4,5.25,9,21,0.998066
5,4.4,8,22,0.998066
6,4,9,24,0.998066
7,3.857143,7,27,0.998066
8,3.5,7,28,0.998066
9,3.333333,7,30,0.998066
10,3.1,7,31,0.998066
11,3.090909,7,34,0.998066
12,2.916667,7,35,0.998066
13,2.769231,7,36,0.998066
14,2.785714,7,39,0.998066
15,2.666667,7,40,0.998066
16,2.6875,7,43,0.998066
17,2.588235,7,44,0.998066
18,2.555556,7,46,0.998066
19,2.526316,7,48,0.998066
20,2.5,7,50,0.998066
21,2.47619,7,52,0.998066
22,2.454545,5,54,0.998066
23,2.434783,7,56,0.998066
24,2.375,5,57,0.998066
25,2.32,5,57,0.998066
26,2.307692,5,59,0.998066
27,2.185185,5,59,0.998066
28,2.25,5,63,0.998066
29,2.206897,5,64,0.998066
30,2.1,5,63,0.998066
31,2.064516,5,64,0.998066
32,2.0625,5,66,0.998066
33,2.060606,5,68,0.998066
34,1.970588,5,67,0.998066
35,2,5,70,0.998066
36,1.972222,5,71,0.998066
37,1.945946,5,72,0.998066
38,1.973684,5,75,0.998066
39,1.948718,5,76,0.998066
40,1.925,5,77,0.998066
41,1.926829,5,79,0.998066
42,1.904762,5,80,0.998066
43,1.906977,5,82,0.998066
44,1.886364,5,83,0.998066
45,1.866667,5,84,0.998066
46,1.869565,5,86,0.998066
47,1.87234,5,88,0.998066
48,1.854167,5,89,0.998066
49,1.857143,5,91,0.998066
1,13,9,13,0.998069
2,8,9,16,0.998069
3,6,9,18,0.998069
4,5,10,20,0.998069
5,4.4,9,22,0.998069
6,4,7,24,0.998069
7,3.857143,7,27,0.998069
8,3.625,7,29,0.998069
9,3.333333,7,30,0.998069
10,3.1,7,31,0.998069
11,3.090909,7,34,0.998069
12,2.916667,7,35,0.998069
13,2.769231,7,36,0.998069
14,2.785714,7,39,0.998069
15,2.733333,7,41,0.998069
16,2.6875,7,43,0.998069
17,2.647059,7,45,0.998069
18,2.555556,7,46,0.998069
19,2.526316,7,48,0.998069
20,2.5,7,50,0.998069
21,2.47619,7,52,0.998069
22,2.454545,7,54,0.998069
23,2.434783,5,56,0.998069
24,2.291667,5,55,0.998069
25,2.32,5,57,0.998069
26,2.269231,5,59,0.998069
27,2.296296,5,62,0.998069
28,2.178571,5,60,0.998069
29,2.172414,5,63,0.998069
30,2.1,5,63,0.998069
31,2.129032,5,66,0.998069
32,2.03125,5,65,0.998069
33,2.030303,5,67,0.998069
34,2,5,68,0.998069
35,2,5,70,0.998069
36,1.972222,5,71,0.998069
37,2,5,74,0.998069
38,1.947368,5,74,0.998069
39,1.948718,5,76,0.998069
40,1.925,5,77,0.998069
41,1.95122,5,80,0.998069
42,1.904762,5,80,0.998069
43,1.883721,5,81,0.998069
44,1.886364,5,83,0.998069
45,1.844444,5,83,0.998069
46,1.869565,5,86,0.998069
47,1.893617,5,89,0.998069
48,1.854167,5,89,0.998069
49,1.857143,5,91,0.998069
1,13,9,13,0.998073
2,8,10,16,0.998073
3,6,10,18,0.998073
4,5,10,20,0.998073
5,4.6,7,23,0.998073
6,4,8,24,0.998073
7,3.714286,9,26,0.998073
8,3.5,9,28,0.998073
9,3.444444,7,31,0.998073
10,3.1,7,31,0.998073
11,3,7,33,0.998073
12,2.916667,7,35,0.998073
13,2.769231,7,36,0.998073
14,2.714286,7,38,0.998073
15,2.666667,7,40,0.998073
16,2.625,7,42,0.998073
17,2.647059,7,45,0.998073
18,2.555556,7,46,0.998073
19,2.526316,7,48,0.998073
20,2.5,7,50,0.998073
21,2.47619,5,52,0.998073
22,2.363636,5,52,0.998073
23,2.391304,5,55,0.998073
24,2.416667,6,58,0.998073
25,2.32,5,57,0.998073
26,2.269231,5,59,0.998073
27,2.259259,5,60,0.998073
28,2.214286,5,62,0.998073
29,2.172414,5,63,0.998073
30,2.1,5,63,0.998073
31,2.096774,5,65,0.998073
32,2.0625,5,66,0.998073
33,2.060606,5,68,0.998073
34,2.029412,5,69,0.998073
35,1.971429,5,69,0.998073
36,1.944444,5,70,0.998073
37,1.945946,5,72,0.998073
38,1.973684,5,75,0.998073
39,1.974359,5,77,0.998073
40,1.925,5,77,0.998073
41,1.926829,5,79,0.998073
42,1.904762,5,80,0.998073
43,1.883721,5,81,0.998073
44,1.863636,5,82,0.998073
45,1.888889,5,85,0.998073
46,1.869565,5,86,0.998073
47,1.851064,5,87,0.998073
48,1.875,5,90,0.998073
49,1.836735,5,90,0.998073
1,12,12,12,0.998077
2,8,9,16,0.998077
3,6.333333,9,19,0.998077
4,5.25,9,21,0.998077
5,4.4,9,22,0.998077
6,4,7,24,0.998077
7,3.857143,7,27,0.998077
8,3.5,7,28,0.998077
9,3.333333,7,30,0.998077
10,3.2,7,32,0.998077
11,3,7,33,0.998077
12,2.916667,7,35,0.998077
13,2.769231,7,36,0.998077
14,2.785714,7,39,0.998077
15,2.733333,7,41,0.998077
16,2.625,7,42,0.998077
17,2.588235,7,44,0.998077
18,2.555556,7,46,0.998077
19,2.526316,7,48,0.998077
20,2.5,7,50,0.998077
21,2.47619,7,52,0.998077
22,2.454545,6,54,0.998077
23,2.434783,7,56,0.998077
24,2.416667,5,58,0.998077
25,2.36,6,59,0.998077
26,2.269231,5,59,0.998077
27,2.259259,5,60,0.998077
28,2.214286,5,62,0.998077
29,2.137931,5,61,0.998077
30,2.133333,5,64,0.998077
31,2.064516,5,64,0.998077
32,2.09375,5,67,0.998077
33,2.030303,5,67,0.998077
34,2.029412,5,69,0.998077
35,2,5,70,0.998077
36,1.972222,5,71,0.998077
37,2.027027,5,75,0.998077
38,1.947368,5,74,0.998077
39,1.897436,5,74,0.998077
40,1.9,5,76,0.998077
41,1.926829,5,79,0.998077
42,1.880952,5,79,0.998077
43,1.906977,5,82,0.998077
44,1.886364,5,83,0.998077
45,1.888889,5,85,0.998077
46,1.869565,5,86,0.998077
47,1.87234,5,88,0.998077
48,1.854167,5,89,0.998077
49,1.836735,5,90,0.998077
1,12,12,12,0.998081
2,8,9,16,0.998081
3,6,10,18,0.998081
4,4.75,9,19,0.998081
5,4.6,8,23,0.998081
6,4,7,24,0.998081
7,3.857143,7,27,0.998081
8,3.5,7,28,0.998081
9,3.222222,7,29,0.998081
10,3.2,7,32,0.998081
11,3,7,33,0.998081
12,2.916667,7,35,0.998081
13,2.769231,7,36,0.998081
14,2.785714,7,39,0.998081
15,2.666667,7,40,0.998081
16,2.6875,7,43,0.998081
17,2.647059,7,45,0.998081
18,2.555556,7,46,0.998081
19,2.526316,7,48,0.998081
20,2.5,7,50,0.998081
21,2.47619,7,52,0.998081
22,2.454545,7,54,0.998081
23,2.434783,5,56,0.998081
24,2.25,5,54,0.998081
25,2.36,5,59,0.998081
26,2.307692,5,59,0.998081
27,2.296296,5,62,0.998081
28,2.178571,5,60,0.998081
29,2.172414,5,63,0.998081
30,2.1,5,63,0.998081
31,2.129032,5,66,0.998081
32,2.0625,5,66,0.998081
33,2,5,66,0.998081
34,2,5,68,0.998081
35,2,5,70,0.998081
36,2,5,72,0.998081
37,2,5,74,0.998081
38,1.973684,5,75,0.998081
39,1.948718,5,76,0.998081
40,1.925,5,77,0.998081
41,1.926829,5,79,0.998081
42,1.904762,5,80,0.998081
43,1.883721,5,81,0.998081
44,1.886364,5,83,0.998081
45,1.888889,5,85,0.998081
46,1.869565,5,86,0.998081
47,1.87234,5,88,0.998081
48,1.854167,5,89,0.998081
49,1.836735,5,90,0.998081
1,13,9,13,0.998084
2,8,9,16,0.998084
3,6,9,18,0.998084
4,5.25,9,21,0.998084
5,4.4,7,22,0.998084
6,4,7,24,0.998084
7,3.857143,7,27,0.998084
8,3.5,7,28,0.998084
9,3.333333,7,30,0.998084
10,3.1,7,31,0.998084
11,3,7,33,0.998084
12,2.916667,7,35,0.998084
13,2.769231,7,36,0.998084
14,2.785714,7,39,0.998084
15,2.733333,7,41,0.998084
16,2.6875,7,43,0.998084
17,2.588235,7,44,0.998084
18,2.555556,7,46,0.998084
19,2.526316,7,48,0.998084
20,2.5,7,50,0.998084
21,2.47619,7,52,0.998084
22,2.454545,7,54,0.998084
23,2.391304,5,55,0.998084
24,2.291667,5,55,0.998084
25,2.32,5,57,0.998084
26,2.269231,5,59,0.998084
27,2.259259,5,60,0.998084
28,2.25,5,63,0.998084
29,2.172414,5,63,0.998084
30,2.166667,5,65,0.998084
31,2.032258,5,63,0.998084
32,2.0625,5,66,0.998084
33,2.090909,5,69,0.998084
34,2.029412,5,69,0.998084
35,1.971429,5,69,0.998084
36,1.972222,5,71,0.998084
37,1.972973,5,73,0.998084
38,1.947368,5,74,0.998084
39,1.948718,5,76,0.998084
40,1.925,5,77,0.998084
41,1.926829,5,79,0.998084
42,1.904762,5,80,0.998084
43,1.906977,5,82,0.998084
44,1.886364,5,83,0.998084
45,1.888889,5,85,0.998084
46,1.869565,5,86,0.998084
47,1.87234,5,88,0.998084
48,1.854167,5,89,0.998084
49,1.857143,5,91,0.998084
1,13,9,13,0.998088
2,7.5,12,15,0.998088
3,6,9,18,0.998088
4,5.25,9,21,0.998088
5,4.4,9,22,0.998088
6,4,7,24,0.998088
7,3.857143,7,27,0.998088
8,3.5,8,28,0.998088
9,3.333333,7,30,0.998088
10,3.1,7,31,0.998088
11,3.090909,7,34,0.998088
12,2.916667,7,35,0.998088
13,2.769231,7,36,0.998088
14,2.785714,7,39,0.998088
15,2.733333,7,41,0.998088
16,2.625,7,42,0.998088
17,2.588235,7,44,0.998088
18,2.555556,7,46,0.998088
19,2.526316,7,48,0.998088
20,2.5,7,50,0.998088
21,2.428571,5,50,0.998088
22,2.454545,7,54,0.998088
23,2.434783,7,56,0.998088
24,2.291667,5,55,0.998088
25,2.32,5,57,0.998088
26,2.307692,5,59,0.998088
27,2.185185,5,59,0.998088
28,2.178571,5,60,0.998088
29,2.241379,5,65,0.998088
30,2.066667,5,62,0.998088
31,2.096774,5,65,0.998088
32,2.03125,5,65,0.998088
33,2.060606,5,68,0.998088
34,2.058824,5,70,0.998088
35,2,5,70,0.998088
36,1.972222,5,71,0.998088
37,1.972973,5,73,0.998088
38,1.947368,5,74,0.998088
39,1.948718,5,76,0.998088
40,1.9,5,76,0.998088
41,1.926829,5,79,0.998088
42,1.904762,5,80,0.998088
43,1.906977,5,82,0.998088
44,1.886364,5,83,0.998088
45,1.866667,5,84,0.998088
46,1.869565,5,86,0.998088
47,1.87234,5,88,0.998088
48,1.875,5,90,0.998088
49,1.836735,5,90,0.998088
1,13,10,13,0.998092
2,8,9,16,0.998092
3,6,9,18,0.998092
4,5.25,9,21,0.998092
5,4.6,8,23,0.998092
6,4,9,24,0.998092
7,3.857143,8,27,0.998092
8,3.625,7,29,0.998092
9,3.333333,7,30,0.998092
10,3.1,7,31,0.998092
11,3,7,33,0.998092
12,2.916667,7,35,0.998092
13,2.769231,7,36,0.998092
14,2.785714,7,39,0.998092
15,2.733333,7,41,0.998092
16,2.6875,7,43,0.998092
17,2.588235,7,44,0.998092
18,2.555556,7,46,0.998092
19,2.526316,7,48,0.998092
20,2.5,7,50,0.998092
21,2.428571,5,50,0.998092
22,2.454545,7,54,0.998092
23,2.434783,5,56,0.998092
24,2.416667,5,58,0.998092
25,2.32,5,57,0.998092
26,2.269231,5,59,0.998092
27,2.259259,5,60,0.998092
28,2.178571,5,60,0.998092
29,2.137931,5,61,0.998092
30,2.133333,5,64,0.998092
31,2.096774,5,65,0.998092
32,2.0625,5,66,0.998092
33,2.030303,5,67,0.998092
34,2.029412,5,69,0.998092
35,2,5,70,0.998092
36,1.972222,5,71,0.998092
37,2,5,74,0.998092
38,1.947368,5,74,0.998092
39,1.948718,5,76,0.998092
40,1.95,5,78,0.998092
41,1.926829,5,79,0.998092
42,1.904762,5,80,0.998092
43,1.906977,5,82,0.998092
44,1.886364,5,83,0.998092
45,1.866667,5,84,0.998092
46,1.891304,5,87,0.998092
47,1.87234,5,88,0.998092
48,1.854167,5,89,0.998092
49,1.857143,5,91,0.998092
1,13,9,13,0.998095
2,8,9,16,0.998095
3,6,10,18,0.998095
4,5,9,20,0.998095
5,4.4,9,22,0.998095
6,4,9,24,0.998095
7,3.714286,7,26,0.998095
8,3.375,7,27,0.998095
9,3.333333,7,30,0.998095
10,3.2,7,32,0.998095
11,3.090909,7,34,0.998095
12,2.916667,7,35,0.998095
13,2.769231,7,36,0.998095
14,2.714286,7,38,0.998095
15,2.733333,7,41,0.998095
16,2.625,7,42,0.998095
17,2.588235,7,44,0.998095
18,2.555556,7,46,0.998095
19,2.526316,7,48,0.998095
20,2.5,7,50,0.998095
21,2.428571,7,50,0.998095
22,2.454545,7,54,0.998095
23,2.391304,5,55,0.998095
24,2.416667,5,58,0.998095
25,2.36,5,59,0.998095
26,2.307692,5,59,0.998095
27,2.259259,5,60,0.998095
28,2.178571,5,60,0.998095
29,2.206897,5,64,0.998095
30,2.133333,5,64,0.998095
31,2.064516,5,64,0.998095
32,2.09375,5,67,0.998095
33,2.030303,5,67,0.998095
34,2.058824,5,70,0.998095
35,1.971429,5,69,0.998095
36,1.972222,5,71,0.998095
37,2,5,74,0.998095
38,1.973684,5,75,0.998095
39,1.948718,5,76,0.998095
40,1.95,5,78,0.998095
41,1.926829,5,79,0.998095
42,1.904762,5,80,0.998095
43,1.883721,5,81,0.998095
44,1.886364,5,83,0.998095
45,1.888889,5,85,0.998095
46,1.869565,5,86,0.998095
47,1.851064,5,87,0.998095
48,1.854167,5,89,0.998095
49,1.857143,5,91,0.998095
1,12,12,12,0.998099
2,8,9,16,0.998099
3,6,11,18,0.998099
4,5.25,9,21,0.998099
5,4.4,9,22,0.998099
6,4,7,24,0.998099
7,3.857143,7,27,0.998099
8,3.5,7,28,0.998099
9,3.333333,7,30,0.998099
10,3.2,7,32,0.998099
11,3,7,33,0.998099
12,2.916667,7,35,0.998099
13,2.769231,7,36,0.998099
14,2.785714,7,39,0.998099
15,2.666667,7,40,0.998099
16,2.625,7,42,0.998099
17,2.588235,7,44,0.998099
18,2.555556,7,46,0.998099
19,2.526316,7,48,0.998099
20,2.5,7,50,0.998099
21,2.47619,7,52,0.998099
22,2.363636,5,52,0.998099
23,2.434783,5,56,0.998099
24,2.416667,5,58,0.998099
25,2.28,5,56,0.998099
26,2.307692,5,59,0.998099
27,2.259259,5,60,0.998099
28,2.25,5,63,0.998099
29,2.172414,5,63,0.998099
30,2.166667,5,65,0.998099
31,2.064516,5,64,0.998099
32,2.03125,5,65,0.998099
33,2.030303,5,67,0.998099
34,2,5,68,0.998099
35,1.971429,5,69,0.998099
36,2,5,72,0.998099
37,1.972973,5,73,0.998099
38,1.973684,5,75,0.998099
39,1.948718,5,76,0.998099
40,1.925,5,77,0.998099
41,1.926829,5,79,0.998099
42,1.904762,5,80,0.998099
43,1.906977,5,82,0.998099
44,1.886364,5,83,0.998099
45,1.866667,5,84,0.998099
46,1.869565,5,86,0.998099
47,1.87234,5,88,0.998099
48,1.854167,5,89,0.998099
49,1.857143,5,91,0.998099
1,13,9,13,0.998102
2,8,9,16,0.998102
3,6,10,18,0.998102
4,5,9,20,0.998102
5,4.6,9,23,0.998102
6,4,9,24,0.998102
7,3.857143,7,27,0.998102
8,3.625,7,29,0.998102
9,3.333333,7,30,0.998102
10,3.1,7,31,0.998102
11,3,7,33,0.998102
12,2.916667,7,35,0.998102
13,2.769231,7,36,0.998102
14,2.785714,7,39,0.998102
15,2.733333,7,41,0.998102
16,2.625,7,42,0.998102
17,2.588235,7,44,0.998102
18,2.555556,7,46,0.998102
19,2.526316,7,48,0.998102
20,2.5,7,50,0.998102
21,2.428571,6,50,0.998102
22,2.454545,5,54,0.998102
23,2.391304,5,55,0.998102
24,2.375,5,57,0.998102
25,2.36,5,59,0.998102
26,2.307692,5,59,0.998102
27,2.185185,5,59,0.998102
28,2.214286,5,62,0.998102
29,2.172414,5,63,0.998102
30,2.066667,5,62,0.998102
31,2.064516,5,64,0.998102
32,2.03125,5,65,0.998102
33,2.030303,5,67,0.998102
34,2,5,68,0.998102
35,2,5,70,0.998102
36,2,5,72,0.998102
37,1.945946,5,72,0.998102
38,1.947368,5,74,0.998102
39,1.948718,5,76,0.998102
40,1.95,5,78,0.998102
41,1.926829,5,79,0.998102
42,1.880952,5,79,0.998102
43,1.906977,5,82,0.998102
44,1.886364,5,83,0.998102
45,1.888889,5,85,0.998102
46,1.869565,5,86,0.998102
47,1.851064,5,87,0.998102
48,1.854167,5,89,0.998102
49,1.836735,5,90,0.998102
1,13,9,13,0.998106
2,8,9,16,0.998106
3,6,9,18,0.998106
4,5.25,9,21,0.998106
5,4.6,8,23,0.998106
6,4,8,24,0.998106
7,3.571429,7,25,0.998106
8,3.625,7,29,0.998106
9,3.444444,7,31,0.998106
10,3.1,7,31,0.998106
11,3.090909,7,34,0.998106
12,2.916667,7,35,0.998106
13,2.769231,7,36,0.998106
14,2.785714,7,39,0.998106
15,2.666667,7,40,0.998106
16,2.6875,7,43,0.998106
17,2.588235,7,44,0.998106
18,2.555556,7,46,0.998106
19,2.526316,7,48,0.998106
20,2.5,7,50,0.998106
21,2.47619,7,52,0.998106
22,2.454545,5,54,0.998106
23,2.391304,7,55,0.998106
24,2.375,5,57,0.998106
25,2.36,5,59,0.998106
26,2.307692,5,59,0.998106
27,2.259259,5,60,0.998106
28,2.214286,5,62,0.998106
29,2.137931,5,61,0.998106
30,2.166667,5,65,0.998106
31,2.129032,5,66,0.998106
32,2.0625,5,66,0.998106
33,2.060606,5,68,0.998106
34,2.058824,5,70,0.998106
35,2.028571,5,71,0.998106
36,1.972222,5,71,0.998106
37,1.972973,5,73,0.998106
38,1.921053,5,73,0.998106
39,1.948718,5,76,0.998106
40,1.925,5,77,0.998106
41,1.926829,5,79,0.998106
42,1.904762,5,80,0.998106
43,1.906977,5,82,0.998106
44,1.886364,5,83,0.998106
45,1.888889,5,85,0.998106
46,1.869565,5,86,0.998106
47,1.87234,5,88,0.998106
48,1.875,5,90,0.998106
49,1.857143,5,91,0.998106
1,13,9,13,0.99811
2,8,9,16,0.99811
3,6.333333,8,19,0.99811
4,5.25,9,21,0.99811
5,4.6,7,23,0.99811
6,4,9,24,0.99811
7,3.857143,7,27,0.99811
8,3.625,7,29,0.99811
9,3.333333,7,30,0.99811
10,3.2,7,32,0.99811
11,3,7,33,0.99811
12,2.916667,7,35,0.99811
13,2.769231,7,36,0.99811
14,2.714286,7,38,0.99811
15,2.733333,7,41,0.99811
16,2.625,7,42,0.99811
17,2.588235,7,44,0.99811
18,2.555556,7,46,0.99811
19,2.526316,7,48,0.99811
20,2.5,7,50,0.99811
21,2.47619,7,52,0.99811
22,2.454545,7,54,0.99811
23,2.434783,5,56,0.99811
24,2.375,5,57,0.99811
25,2.36,5,59,0.99811
26,2.269231,5,59,0.99811
27,2.259259,5,60,0.99811
28,2.25,5,63,0.99811
29,2.172414,5,63,0.99811
30,2.1,5,63,0.99811
31,2.064516,5,64,0.99811
32,2.0625,5,66,0.99811
33,2.060606,5,68,0.99811
34,2.029412,5,69,0.99811
35,2,5,70,0.99811
36,2,5,72,0.99811
37,1.972973,5,73,0.99811
38,1.947368,5,74,0.99811
39,1.948718,5,76,0.99811
40,1.925,5,77,0.99811
41,1.878049,5,77,0.99811
42,1.928571,5,81,0.99811
43,1.883721,5,81,0.99811
44,1.886364,5,83,0.99811
45,1.911111,5,86,0.99811
46,1.847826,5,85,0.99811
47,1.851064,5,87,0.99811
48,1.854167,5,89,0.99811
49,1.857143,5,91,0.99811
1,13,11,13,0.998113
2,8,10,16,0.998113
3,6,10,18,0.998113
4,5,10,20,0.998113
5,4.4,9,22,0.998113
6,4,7,24,0.998113
7,3.714286,7,26,0.998113
8,3.5,7,28,0.998113
9,3.333333,7,30,0.998113
10,3.2,7,32,0.998113
11,3.090909,7,34,0.998113
12,2.916667,7,35,0.998113
13,2.769231,7,36,0.998113
14,2.714286,7,38,0.998113
15,2.733333,7,41,0.998113
16,2.6875,7,43,0.998113
17,2.647059,7,45,0.998113
18,2.555556,7,46,0.998113
19,2.526316,7,48,0.998113
20,2.5,7,50,0.998113
21,2.47619,7,52,0.998113
22,2.454545,7,54,0.998113
23,2.434783,7,56,0.998113
24,2.375,5,57,0.998113
25,2.32,5,57,0.998113
26,2.269231,5,59,0.998113
27,2.259259,5,60,0.998113
28,2.178571,5,60,0.998113
29,2.137931,5,61,0.998113
30,2.1,5,63,0.998113
